,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PMI_005825,313.800566188472,-1.32794316192431,0.269000622911683,-4.93658024859032,7.95043317543397e-07,7.73336542755206e-05
PMI_017898,6826.90551873529,-0.85047528245425,0.17249626403971,-4.93039827377632,8.20621404182121e-07,7.92999180446579e-05
PMI_018014,998.594042028761,-0.995129485895511,0.201971682217165,-4.9270743055233,8.34700182052386e-07,8.01366376080814e-05
PMI_024881,1693.17115750677,-0.930978591686625,0.18957211086826,-4.91094701336946,9.06375800547476e-07,8.64565562006093e-05
PMI_010639,2739.20481870974,-0.882049775807986,0.180246617775382,-4.89357185557384,9.90221365756417e-07,9.38488646968502e-05
PMI_019906,145.600470633883,-1.71045312603433,0.34991621471084,-4.88817909580952,1.01772925346381e-06,9.58415733277861e-05
PMI_004261,233.917627918869,-1.47050834444592,0.301373179548621,-4.87936035531881,1.06430448760595e-06,9.95933028433792e-05
PMI_007396,1459.09350609573,-0.948106839965303,0.194753873193445,-4.86823098518594,1.12601671509233e-06,0.000104705390771321
PMI_026744,17354.6802225004,-0.819966107389812,0.169013592688407,-4.85148025284274,1.22543412817178e-06,0.000113237772406374
PMI_007440,150.009718675261,1.85090851841924,0.382253777369365,4.84209346774024,1.28478300533652e-06,0.000117984575986959
PMI_014491,6487.46506199621,-0.970812425912253,0.200904541826102,-4.83220746075798,1.3502743785313e-06,0.000123233374608551
PMI_005425,4930.58376283031,-0.962769792629437,0.199556726610182,-4.82454191839963,1.40325403667826e-06,0.000126506773977366
PMI_013366,841.498794758348,-1.04620248593977,0.216805842499285,-4.82552718081487,1.39633418979836e-06,0.000126506773977366
PMI_022158,7041.18872528684,-0.902810360051261,0.187903204142288,-4.80465654735517,1.550173720661e-06,0.000138904960363472
PMI_007401,598.73869009461,-1.07224207153683,0.223435769260556,-4.79888280683677,1.59553114916333e-06,0.000142108000243252
PMI_009712,2695.25938197091,-0.933304729823128,0.19468244207968,-4.79398511675308,1.63500409441656e-06,0.000144751709796101
PMI_002846,11956.9662415629,-0.925038979791762,0.193060219147526,-4.79145307032361,1.65577752430114e-06,0.000145718277957097
PMI_015006,3303.23544733013,-0.928500666863455,0.194175869282339,-4.78175105019553,1.7377480405336e-06,0.000152027247214729
PMI_002819,227.089069798278,1.50853426357255,0.315628340586896,4.77946391242151,1.75763215567604e-06,0.000152862302480413
PMI_025238,12224.9975452167,-0.895447632756844,0.187845724634156,-4.76693113192113,1.87053211636089e-06,0.000161729925967227
PMI_028535,21708.4122340598,-0.870736438973718,0.183071391449072,-4.75626711569485,1.97205496606207e-06,0.000169516469030393
PMI_006629,332.896145837604,1.36107311614041,0.286491323154641,4.75083538710083,2.02577996532066e-06,0.000173128073914832
PMI_011811,121.319343642419,1.77463532462469,0.376070789740416,4.71888637203023,2.37139223338449e-06,0.000201500196382699
PMI_008083,3491.45352028728,-0.919292974547223,0.194880419428915,-4.71721570202462,2.39094161452549e-06,0.000202000410118625
PMI_011088,524.953896836328,-1.22246615353139,0.259588280638268,-4.70925016539895,2.48629761495749e-06,0.000208863126347424
PMI_029381,167.707972344931,1.55665523417425,0.331135434176463,4.70096242658437,2.58938162046069e-06,0.000216293826319273
PMI_019942,6032.27939046519,0.841571918431517,0.179296122522839,4.6937541458785,2.68236379832024e-06,0.000222801959315532
PMI_023895,28857.7673508426,0.841804263473383,0.17944286122096,4.69121066029378,2.71593151316504e-06,0.000224329873866733
PMI_010858,54325.9586428905,-0.882424021885037,0.188552348537532,-4.67999485940845,2.86882109926981e-06,0.000235641777515023
PMI_004432,258.433843288484,-1.31358721200113,0.28110122903462,-4.6730041576565,2.9682575564492e-06,0.000242462364486748
PMI_026292,7379.99512236256,-0.824039521494459,0.176541359321892,-4.66768537786078,3.04611873878086e-06,0.000247455305235577
PMI_013310,252.046652361221,1.34431471137205,0.288129560709027,4.6656605037816,3.07627257347145e-06,0.000248539289610795
PMI_002316,94.913744297749,2.31273711165108,0.496505419019398,4.65802994903611,3.19249776257315e-06,0.000255140969835913
PMI_002760,820.04612935961,1.00778638311681,0.216333058413916,4.65849459396347,3.18530170055615e-06,0.000255140969835913
PMI_000796,6892.0988218044,-0.880930655491097,0.189267949550121,-4.6544100973515,3.24909561819194e-06,0.000258268165134235
PMI_017631,4437.46963787602,-0.954750472349804,0.205963271445138,-4.6355375191451,3.5601114068209e-06,0.000281477257485812
PMI_021697,188.92815999988,-1.5199743443417,0.328136471187585,-4.63214082494593,3.61903838239087e-06,0.000284614268530048
PMI_003814,3526.44990408755,-0.884836057254473,0.191103218277968,-4.63014733727529,3.65405632387958e-06,0.000285847739410368
PMI_025011,10051.7411645486,-0.864995166591,0.186886699510593,-4.62844690850763,3.68418285379953e-06,0.000286687597333821
PMI_025325,1674.98143326816,-0.871724985411072,0.188621060624615,-4.62156761564362,3.80851159430476e-06,0.000294810701161235
PMI_014401,1223.57767926028,-0.989450346127254,0.215088455108591,-4.60020202212951,4.22081395522405e-06,0.000325024657958269
PMI_004264,3684.05842686428,-0.936462666452581,0.203868275377502,-4.59346931109579,4.35937154425512e-06,0.000333954965190735
PMI_004527,6993.90263788797,-0.887596627500401,0.194014178265986,-4.57490599621817,4.76433857269625e-06,0.000363096627821206
PMI_004877,270.797372370886,1.28515765291288,0.281307612914733,4.56851359121384,4.91195222993942e-06,0.000372426737023868
PMI_013523,1047.00637233175,-0.91403438802378,0.200466311110017,-4.55954111672236,5.1265519187288e-06,0.000384958863497231
PMI_018961,1481.24730202852,-0.871735506540962,0.19119404925283,-4.55942802585974,5.12931323023027e-06,0.000384958863497231
PMI_013803,638.571632164592,-1.00327409243491,0.220362035185959,-4.55284455685968,5.29253792455875e-06,0.000395202895023238
PMI_003593,14675.7822767722,-0.773352584060429,0.169936166620686,-4.5508416450668,5.34317513608922e-06,0.000396684793572497
PMI_015299,1528.19952495461,-1.03050208264443,0.226486809431923,-4.54994304184488,5.36604387653022e-06,0.000396684793572497
PMI_016484,528.401979112597,1.09480561231927,0.240693778611378,4.54854138164881,5.40190220503581e-06,0.000397348876126639
PMI_004528,1089.58533040763,-0.904967102203402,0.19915005721932,-4.5441468350008,5.51581999309708e-06,0.000403719795039309
PMI_024151,241.914751352714,1.30659527616848,0.287975312168107,4.53717808770269,5.70119606590509e-06,0.000415232432681806
PMI_020750,4133.92896561578,-0.810575793384755,0.179185309879776,-4.52367325161092,6.07755264704045e-06,0.00044047360728673
PMI_002821,141.311686015546,1.59274058234573,0.352285646293062,4.52116229856481,6.15010115620159e-06,0.000442392100776529
PMI_006769,2051.66409312945,-0.834870113037312,0.1847195133239,-4.51966388398498,6.19378862771332e-06,0.000442392100776529
PMI_015074,2746.25734283401,-0.818602303779215,0.181106528109237,-4.52000439920896,6.18383463725667e-06,0.000442392100776529
PMI_008179,316.270384939198,1.19498729655884,0.264784813642838,4.51305073020817,6.39017294686556e-06,0.00045422455297792
PMI_021561,621.524622802502,-1.02164783486971,0.226568584517633,-4.50922106895273,6.50660802310752e-06,0.0004602880364672
PMI_003780,47534.7487414906,-0.777540154015826,0.172646607288802,-4.50365151233561,6.67957065813549e-06,0.000470097263621172
PMI_017872,288.618959827548,-1.27023755633459,0.282104371186125,-4.50272199255121,6.70886186162105e-06,0.000470097263621172
PMI_010661,10630.5578465197,-0.862824540385402,0.192050924030682,-4.49268622236651,7.03303719120003e-06,0.00048941518904722
PMI_024550,699.368614129769,-0.975848015900381,0.217234042908384,-4.49215050659409,7.05075652803909e-06,0.00048941518904722
PMI_024852,797.604786274463,1.14510592007091,0.25498549954353,4.49086682231287,7.09338957780098e-06,0.000490073667793399
PMI_018284,452.486549044406,1.20699699197316,0.269557474727462,4.47769809831282,7.54522016645884e-06,0.000518865489121367
PMI_008847,1905.64913107371,-0.881533157169633,0.196979080779163,-4.47526282325349,7.63173751568658e-06,0.000519978060688599
PMI_027841,265.574805123611,-1.24272305071874,0.277686667186699,-4.47527086305232,7.63145033355786e-06,0.000519978060688599
PMI_024704,225.3168646363,1.3349855545399,0.2990271567043,4.46442914835333,8.02825089365422e-06,0.00054448481404898
PMI_004312,158.690596696741,1.50272440271813,0.336935319002628,4.45997886824803,8.19677343954438e-06,0.000548367852052776
PMI_012186,7412.78919236341,-0.854570735499464,0.191580383040925,-4.46063799401064,8.17160217689312e-06,0.000548367852052776
PMI_022413,71.612530462688,-2.12384897709824,0.476091648981248,-4.46100867688584,8.15747869869923e-06,0.000548367852052776
PMI_005458,418.912630691991,1.1201154116415,0.251450235418108,4.45462065199098,8.40416577337137e-06,0.000559709869186016
PMI_000378,1773.32123131568,-0.898751061036816,0.201959694979767,-4.45015061607642,8.58100878570925e-06,0.000568924730478526
PMI_017127,23938.5921892743,-0.767223466029592,0.172980741508824,-4.43531146494974,9.19392644506905e-06,0.000606840189689045
PMI_020236,575.501860726303,-0.991473844441477,0.224496949733487,-4.4164245688795,1.00346895734874e-05,0.000659390601528941
